#{"t_start": 1619967496.3454528, "env_id": null}
r,l,t 
-2,1000,10217.543832
-1,1000,10221.752017
-2,1000,10227.223677
-3,1000,10231.785916
-1,1000,10237.1666
-2,1000,10241.534629
-3,1000,10247.13192
-1,1000,10251.358933
-2,1000,10256.928255
0,1000,10261.442506
0,1000,10267.030623
-1,1000,10271.252469
-2,1000,10276.800574
-1,1000,10281.4087
-2,1000,10287.42245
-1,1000,10292.919881
-1,1000,10300.061571
-3,1000,10305.255633
-1,1000,10311.939066
-4,1000,10315.949147
-3,1000,10321.688788
-2,1000,10326.693626
0,1000,10332.799363
-3,1000,10337.114028
0,1000,10343.982568
-1,1000,10348.819307
-2,1000,10355.034446
-1,1000,10360.316422
0,1000,10367.872161
-3,1000,10374.970567
-2,1000,10382.932854
-2,1000,10389.035487
-5,1000,10396.196564
-2,1000,10404.239719
-1,1000,10413.438851
-2,1000,10420.466021
-2,1000,10427.938085
-2,1000,10434.135404
-1,1000,10442.575826
-1,1000,10448.149586
-5,1000,10454.088465
-4,1000,10458.817207
-2,1000,10463.71918
-2,1000,10471.170343
-3,1000,10475.536636
-3,1000,10481.046281
-1,1000,10485.574503
-1,1000,10492.132095
-1,1000,10496.849103
-1,1000,10503.11523
-4,1000,10507.757856
-2,1000,10513.852186
-2,1000,10519.13262
-3,1000,10525.349895
0,1000,10530.500918
-3,1000,10537.271524
-3,1000,10542.466666
-1,1000,10549.572503
-3,1000,10554.553275
-1,1000,10560.760739
-2,1000,10565.168912
-2,1000,10571.686181
-3,1000,10577.033236
-1,1000,10585.042916
-4,1000,10593.705363
-3,1000,10611.936206
-1,1000,10624.878105
-2,1000,10634.870506
-1,1000,10641.614579
-3,1000,10650.626898
0,1000,10657.429915
-3,1000,10666.575171
-2,1000,10672.828897
-2,1000,10680.888487
-4,1000,10687.735375
-2,1000,10696.028966
-3,1000,10703.0554
-2,1000,10713.833402
-3,1000,10720.12732
-2,1000,10728.298382
-4,1000,10738.460457
-1,1000,10752.844083
-1,1000,10761.367045
0,1000,10771.179506
-4,1000,10778.270971
-1,1000,10788.674995
-2,1000,10798.730621
-1,1000,10807.474214
-1,1000,10816.743945
-1,1000,10824.373044
-1,1000,10833.189514
-2,1000,10840.215039
-2,1000,10848.03727
-4,1000,10854.145083
-2,1000,10864.383504
-3,1000,10872.389422
-3,1000,10880.896384
0,1000,10887.446964
-2,1000,10901.250282
-2,1000,10909.082896
-2,1000,10919.276904
-2,1000,10936.059928
-1,1000,13798.642598
-3,1000,13803.351273
0,1000,13808.585403
-1,1000,13813.149298
-4,1000,13818.450537
-3,1000,13822.447461
-2,1000,13827.471535
-2,1000,13831.72728
-3,1000,13836.781506
-1,1000,13841.067304
-4,1000,13846.172326
-2,1000,13850.16411
-4,1000,13855.347621
-2,1000,13860.810629
-3,1000,13866.779669
-3,1000,13873.043824
-1,1000,13878.591684
-4,1000,13882.604699
-2,1000,13887.7152
-2,1000,13892.478113
-1,1000,13898.046569
-1,1000,13902.248223
-2,1000,13907.315984
-1,1000,13911.284197
-4,1000,13916.466227
-3,1000,13920.992218
-2,1000,13925.26649
-2,1000,13930.791333
-4,1000,13935.053304
-4,1000,13940.206653
-3,1000,13944.470998
-3,1000,13951.695566
-4,1000,13961.116487
-1,1000,13968.612524
-2,1000,13973.728641
-1,1000,13979.418709
-1,1000,13985.300645
-3,1000,13993.444322
-2,1000,13999.659748
-2,1000,14006.062422
-3,1000,14010.807805
-1,1000,14016.973255
-4,1000,14021.161754
-1,1000,14026.634963
-3,1000,14030.563077
-3,1000,14035.595097
0,1000,14039.644425
-2,1000,14046.173437
-2,1000,14050.529614
-1,1000,14056.009603
-2,1000,14060.15838
-3,1000,14065.882404
-2,1000,14069.550962
-2,1000,14074.187335
-2,1000,14077.579302
0,1000,14082.116682
-1,1000,14085.627594
-2,1000,14090.140352
-2,1000,14093.593095
-1,1000,14098.092867
-2,1000,14101.802976
-2,1000,14106.339367
-3,1000,14109.754401
-2,1000,14114.225685
-2,1000,14117.726438
-2,1000,14122.227799
-1,1000,14125.658288
-1,1000,14129.240275
-1,1000,14133.922504
-4,1000,14137.331507
-1,1000,14141.79378
-2,1000,14145.223726
-3,1000,14149.663777
-4,1000,14153.123209
-3,1000,14157.594403
-2,1000,14161.236483
-6,1000,14165.654995
-3,1000,14169.032483
-4,1000,14173.458913
-1,1000,14177.060361
-2,1000,14181.501142
-1,1000,14184.942814
-3,1000,14189.489411
-3,1000,14193.076656
-1,1000,14197.547444
-1,1000,14200.993702
-2,1000,14205.426953
0,1000,14209.147604
0,1000,14213.640893
-4,1000,14217.026239
-1,1000,14221.736821
-1,1000,14225.203564
0,1000,14229.674456
-1,1000,14233.115377
-3,1000,14237.573063
-2,1000,14240.996093
-1,1000,14245.448527
-2,1000,14248.882223
-1,1000,14253.558035
-2,1000,14257.320434
-2,1000,14261.79321
-1,1000,14265.35456
-1,1000,14269.846423
-1,1000,14273.427389
-1,1000,14278.37143
-5,1000,14282.181337
-3,1000,14286.648335
-1,1000,14290.057155
0,1000,14294.54456
-2,1000,14298.019294
-2,1000,14301.737226
-2,1000,14306.19706
0,1000,14310.209446
-3,1000,14315.830324
-3,1000,14319.891331
-3,1000,14325.181067
-2,1000,14329.086627
-3,1000,14334.337285
-2,1000,14338.438873
-3,1000,14343.820068
0,1000,14347.976287
-2,1000,14353.321101
-2,1000,14357.080406
-1,1000,14361.554442
-2,1000,14365.112134
-3,1000,14370.352607
-3,1000,14373.828218
-4,1000,14378.252655
-1,1000,14381.631054
-2,1000,14386.040516
-2,1000,14389.429614
-1,1000,14393.868294
-3,1000,14397.253887
-1,1000,14401.885463
-1,1000,14405.253892
-1,1000,14409.661953
-2,1000,14413.032496
-1,1000,14417.427236
0,1000,14420.77499
-1,1000,14425.163242
-3,1000,14428.508427
-1,1000,14433.146038
-2,1000,14436.532991
-2,1000,14440.971314
0,1000,14444.414313
-4,1000,14448.804728
-3,1000,14452.160909
-2,1000,14456.555202
-1,1000,14460.073853
-2,1000,14464.647146
-4,1000,14467.995257
-3,1000,14472.405505
0,1000,14475.75322
0,1000,14479.160828
-1,1000,14483.554745
-2,1000,14486.951016
-2,1000,14491.587269
-2,1000,14495.043527
-4,1000,14499.501338
-2,1000,14502.863985
-2,1000,14507.284598
-2,1000,14510.717313
-3,1000,14515.219872
0,1000,14518.551007
-3,1000,14523.188248
-1,1000,14526.652689
-3,1000,14531.075575
-2,1000,14534.454592
-1,1000,14538.838614
0,1000,14542.260566
-2,1000,14546.636081
-1,1000,14550.153331
-3,1000,14554.742452
-2,1000,14558.282847
-4,1000,14562.750351
-4,1000,14566.252736
-1,1000,14570.71047
-3,1000,14574.200955
-2,1000,14578.576123
-2,1000,14582.189701
-2,1000,14586.620558
-1,1000,14590.360492
-1,1000,14594.854199
-1,1000,14598.274327
-2,1000,14602.726369
-2,1000,14606.182914
-1,1000,14610.792663
-2,1000,14614.251977
-3,1000,14618.711428
-2,1000,14622.086566
-3,1000,14626.575947
0,1000,14629.974566
-3,1000,14634.447927
0,1000,14637.832395
-2,1000,14642.556682
-2,1000,14645.992937
-2,1000,14649.420645
-2,1000,14653.835398
-2,1000,14657.295526
-1,1000,14661.733109
-1,1000,14665.162877
-1,1000,14669.807157
-1,1000,14674.148431
-3,1000,14678.678789
-3,1000,14682.080485
-2,1000,14686.578055
0,1000,14689.93121
-4,1000,14694.362269
-2,1000,14697.841414
-3,1000,14702.511109
-3,1000,14705.917083
-4,1000,14710.355291
-5,1000,14713.821234
-1,1000,14718.224638
-1,1000,14721.633243
-1,1000,14726.105344
-2,1000,14729.598261
0,1000,14734.215145
-1,1000,14737.606053
-2,1000,14742.294009
-3,1000,14745.693186
-2,1000,14750.176414
-3,1000,14753.589716
-1,1000,14758.092003
-3,1000,14761.754249
-1,1000,14766.224542
-3,1000,14769.648362
0,1000,14774.101447
-4,1000,14777.486017
-2,1000,14781.908088
-2,1000,14785.337247
-2,1000,14789.898995
-3,1000,14793.485348
-3,1000,14797.937766
-1,1000,14801.402636
-2,1000,14805.824035
-3,1000,14809.254333
-1,1000,14813.688464
-2,1000,14817.13736
-4,1000,14820.710992
-2,1000,14825.189946
-1,1000,14828.63711
-2,1000,14833.082514
-2,1000,14836.459781
-3,1000,14840.863208
-1,1000,14844.237486
-1,1000,14848.654323
-2,1000,14852.448423
0,1000,14857.309318
-2,1000,14860.700285
-2,1000,14865.330854
-4,1000,14868.921534
-2,1000,14873.371147
-1,1000,14876.910141
-2,1000,14881.657285
0,1000,14885.063055
-3,1000,14889.523122
-3,1000,14893.066423
-3,1000,14897.50396
-2,1000,14900.848458
-1,1000,14905.230071
-2,1000,14908.649592
-1,1000,14913.403817
-2,1000,14916.796979
-1,1000,14921.236491
-1,1000,14924.716678
-1,1000,14929.224437
-2,1000,14932.627112
-3,1000,14937.062762
-2,1000,14940.663689
0,1000,14945.206797
-2,1000,14948.657264
-2,1000,14953.069336
-1,1000,14956.453363
0,1000,14960.972908
-1,1000,14964.633731
-2,1000,14969.987831
-4,1000,14974.660297
-4,1000,14980.877892
-2,1000,14985.197058
-1,1000,14990.398541
-2,1000,14994.33998
-3,1000,14998.300564
-2,1000,15003.652832
-1,1000,15007.590322
-2,1000,15012.563641
-4,1000,15016.465119
-1,1000,15021.464712
-4,1000,15025.539675
-1,1000,15030.738535
-2,1000,15034.821284
-2,1000,15039.977253
-3,1000,15043.984696
-2,1000,15049.032967
-3,1000,15052.881402
0,1000,15057.908252
-4,1000,15062.104518
-2,1000,15067.143303
-1,1000,15071.087707
-1,1000,15076.125893
-3,1000,15080.165424
-3,1000,15085.158286
-2,1000,15089.095718
-3,1000,15094.32615
-1,1000,15098.316684
-2,1000,15103.343018
-2,1000,15107.345751
-2,1000,15112.330064
-1,1000,15116.271545
-3,1000,15121.461437
-2,1000,15125.40759
-2,1000,15130.340554
0,1000,15134.348383
-2,1000,15139.415623
-1,1000,15143.309404
-2,1000,15148.399469
-3,1000,15152.552875
-3,1000,15157.860769
0,1000,15161.843509
-1,1000,15167.038067
-3,1000,15170.939711
-3,1000,15176.00946
-4,1000,15180.377683
0,1000,15184.43183
-1,1000,15189.461022
-1,1000,15193.379637
-3,1000,15198.372654
-1,1000,15202.287459
-1,1000,15207.329633
-2,1000,15211.5445
-4,1000,15216.547079
-3,1000,15220.501606
-2,1000,15225.547505
-3,1000,15229.552829
-1,1000,15234.774287
-1,1000,15238.76042
-1,1000,15244.074048
-4,1000,15247.998838
-4,1000,15252.99315
-2,1000,15256.92732
-2,1000,15261.934332
0,1000,15265.90035
-2,1000,15271.206693
-1,1000,15275.155398
-2,1000,15280.333504
-2,1000,15285.488251
-2,1000,15290.505236
-3,1000,15294.436772
-1,1000,15299.635819
-2,1000,15303.758319
-2,1000,15308.865337
-4,1000,15312.768716
-4,1000,15317.886905
-3,1000,15321.882246
-2,1000,15326.818599
0,1000,15330.970515
-1,1000,15336.08943
-3,1000,15340.02839
0,1000,15345.118481
-2,1000,15349.085254
-1,1000,15354.045042
-2,1000,15358.038884
-1,1000,15363.331836
-3,1000,15367.295775
-1,1000,15372.400493
-1,1000,15376.3357
-3,1000,15380.294583
-3,1000,15385.2753
-1,1000,15389.247036
-3,1000,15394.509686
-1,1000,15398.421236
-3,1000,15403.414289
-2,1000,15407.362185
-4,1000,15412.412647
-2,1000,15416.335442
-2,1000,15421.528012
-3,1000,15425.452268
-1,1000,15430.488916
-2,1000,15434.446215
-1,1000,15439.455101
-3,1000,15443.365339
-3,1000,15448.347872
0,1000,15452.549553
-4,1000,15457.834478
-3,1000,15461.811525
-5,1000,15466.821699
-1,1000,15470.874544
-3,1000,15476.211603
0,1000,15480.595606
-4,1000,15485.737952
-2,1000,15489.650141
-3,1000,15494.902608
-2,1000,15498.958871
-3,1000,15503.926344
-4,1000,15507.89789
-1,1000,15513.345598
-2,1000,15517.25442
0,1000,15522.322413
-1,1000,15526.375715
-2,1000,15531.3961
0,1000,15535.345059
-2,1000,15540.568745
0,1000,15544.673681
-4,1000,15549.67951
-5,1000,15553.656659
0,1000,15558.77456
-1,1000,15562.713729
-1,1000,15567.864841
-2,1000,15572.058505
-3,1000,15575.982579
-3,1000,15581.015452
-2,1000,15585.015908
-4,1000,15590.874489
-1,1000,15594.814377
-2,1000,15599.904657
-1,1000,15603.975273
-4,1000,15609.062373
-4,1000,15612.97416
-4,1000,15618.308354
-3,1000,15622.178766
-3,1000,15627.192644
-2,1000,15631.349254
-2,1000,15636.473194
-3,1000,15640.438542
-4,1000,15645.505729
-4,1000,15649.402746
-1,1000,15654.709106
-1,1000,15658.876505
-1,1000,15664.127458
-2,1000,15668.025272
-2,1000,15673.085923
-2,1000,15677.025078
-2,1000,15682.032406
-3,1000,15685.963374
-4,1000,15691.159699
-2,1000,15695.223333
-1,1000,15700.263748
-3,1000,15704.222805
-1,1000,15709.236022
-1,1000,15713.114639
-2,1000,15718.207787
-4,1000,15722.430909
-2,1000,15727.55584
-1,1000,15731.483578
-1,1000,15736.519155
-2,1000,15740.476411
-3,1000,15745.471516
-2,1000,15749.470168
-1,1000,15754.699449
-2,1000,15758.815359
-1,1000,15763.8723
-3,1000,15767.907559
-2,1000,15771.919583
-2,1000,15776.931933
-2,1000,15781.067437
0,1000,15786.357404
-3,1000,15790.435996
-1,1000,15795.497564
0,1000,15799.430247
-2,1000,15804.717752
-4,1000,15808.646388
-1,1000,15814.017601
-2,1000,15817.944863
-4,1000,15822.970571
-4,1000,15826.90609
-3,1000,15831.884178
-2,1000,15835.851791
-3,1000,15841.046489
-1,1000,15844.997747
-4,1000,15849.999971
0,1000,15853.87559
-3,1000,15858.924471
0,1000,15862.843887
-3,1000,15867.894712
-1,1000,15872.088841
0,1000,15877.331152
-2,1000,15881.28282
-2,1000,15886.318833
0,1000,15890.338308
-3,1000,15896.09553
-1,1000,15900.096259
-3,1000,15905.273711
-1,1000,15909.293536
-1,1000,15914.330147
-2,1000,15918.221597
-1,1000,15923.234227
-1,1000,15927.206537
-1,1000,15932.501852
-3,1000,15936.469006
-2,1000,15941.597881
-2,1000,15945.543245
-3,1000,15950.580409
-4,1000,15954.543295
-2,1000,15959.588553
-1,1000,15963.865588
-4,1000,15967.763181
-2,1000,15972.784614
-1,1000,15976.724127
-2,1000,15981.710725
-6,1000,15985.609431
-3,1000,15990.788778
-2,1000,15994.84165
-2,1000,15999.849345
-1,1000,16003.823423
-1,1000,16008.884337
-2,1000,16012.775513
-1,1000,16017.834905
-3,1000,16022.026586
-2,1000,16027.010724
-2,1000,16030.914046
0,1000,16036.070585
-3,1000,16040.139042
-1,1000,16045.450335
-3,1000,16049.487003
-1,1000,16054.996242
-3,1000,16059.237494
-2,1000,16064.383983
-1,1000,16068.354856
0,1000,16073.492412
-3,1000,16078.039523
-2,1000,16083.937392
-2,1000,16087.941458
-2,1000,16093.015251
-3,1000,16097.035598
-1,1000,16102.031574
-2,1000,16105.974813
0,1000,16111.201676
-3,1000,16115.307228
0,1000,16120.443977
0,1000,16124.716149
-2,1000,16129.930144
-2,1000,16133.822688
-1,1000,16138.905437
0,1000,16143.10559
-3,1000,16148.101315
-2,1000,16151.993221
-3,1000,16156.999379
-3,1000,16160.883946
-2,1000,16164.842211
-4,1000,16169.94285
-2,1000,16174.16583
-1,1000,16179.147152
-2,1000,16183.142974
-4,1000,16188.176905
-2,1000,16192.067705
-3,1000,16197.679683
-2,1000,16202.388305
-3,1000,16207.36703
1,1000,16211.282483
-1,1000,16216.310183
-2,1000,16220.269064
-3,1000,16225.305917
-2,1000,16229.285933
-3,1000,16234.435179
-4,1000,16238.397254
-4,1000,16243.669375
-2,1000,16247.551874
-2,1000,16252.543392
-2,1000,16256.594253
-2,1000,16261.910168
-2,1000,16265.840679
-2,1000,16270.753275
-3,1000,16274.70273
-1,1000,16279.777459
-3,1000,16283.63861
-3,1000,16288.62327
0,1000,16292.990498
-2,1000,16297.973938
-3,1000,16301.919214
-4,1000,16306.931495
-3,1000,16310.875405
-3,1000,16315.906597
-1,1000,16319.9857
-4,1000,16325.083195
-2,1000,16329.035171
-1,1000,16334.092537
-2,1000,16338.000084
-1,1000,16342.973872
-4,1000,16346.855363
-1,1000,16351.156592
-3,1000,16356.318585
-2,1000,16360.361575
0,1000,16365.551484
-4,1000,16369.459113
-3,1000,16374.491521
-1,1000,16378.447045
-3,1000,16383.691422
-2,1000,16387.577934
-1,1000,16392.559136
-1,1000,16396.503862
-4,1000,16401.474476
-1,1000,16405.411062
-3,1000,16410.603333
-3,1000,16414.595041
-3,1000,16419.589357
-3,1000,16423.539038
-2,1000,16428.566622
0,1000,16432.474902
0,1000,16437.5749
-1,1000,16441.949536
-3,1000,16447.059455
-4,1000,16450.970587
-3,1000,16456.016048
-2,1000,16460.003398
0,1000,16465.171163
-1,1000,16469.158624
-1,1000,16474.45692
-2,1000,16478.454967
-1,1000,16483.641094
-1,1000,16487.577502
-3,1000,16492.603165
-2,1000,16496.522468
-4,1000,16502.257775
0,1000,16506.972245
0,1000,16512.07457
-3,1000,16516.034318
0,1000,16521.075526
-3,1000,16525.077263
-2,1000,16530.25825
-2,1000,16534.402671
-3,1000,16539.376708
0,1000,16543.514472
-3,1000,16547.518842
-3,1000,16552.524571
-1,1000,16556.516922
0,1000,16561.860138
-2,1000,16565.878592
-3,1000,16570.935127
-3,1000,16574.856137
-2,1000,16579.862229
-3,1000,16583.793061
-1,1000,16588.868939
-2,1000,16593.049216
-1,1000,16598.094549
-1,1000,16602.103432
-3,1000,16607.123385
-2,1000,16611.028457
-3,1000,16615.981445
-3,1000,16620.056859
-1,1000,16625.213068
-4,1000,16629.095551
-2,1000,16634.126976
-3,1000,16638.073372
-2,1000,16643.29535
-4,1000,16647.269669
-3,1000,16652.685813
-3,1000,16656.889559
-3,1000,16662.038489
-3,1000,16666.021414
-3,1000,16671.117507
-2,1000,16675.453919
0,1000,16680.685416
0,1000,16684.773288
-3,1000,16689.758264
-1,1000,16693.867257
-2,1000,16698.987415
-3,1000,16703.074925
-4,1000,16708.100288
-1,1000,16712.364146
-1,1000,16717.517458
-3,1000,16721.44324
-3,1000,16726.478713
0,1000,16730.492107
-3,1000,16735.498537
-1,1000,16739.530817
-3,1000,16743.693499
-1,1000,16748.673877
-4,1000,16752.599545
-5,1000,16757.636118
-1,1000,16761.533058
-3,1000,16766.612319
-1,1000,16770.824952
-2,1000,16775.974088
-1,1000,16779.885395
-2,1000,16784.901941
-2,1000,16788.884598
-1,1000,16793.910284
-3,1000,16797.888547
-1,1000,16803.212451
-3,1000,16807.7381
0,1000,16813.252718
-1,1000,16817.24517
-4,1000,16822.365898
0,1000,16826.546135
-3,1000,16831.80535
-2,1000,16835.825474
-1,1000,16840.898274
-4,1000,16844.967425
-1,1000,16850.014457
-2,1000,16854.009585
-1,1000,16859.099377
-3,1000,16863.222896
-4,1000,16868.214424
-1,1000,16872.144465
-1,1000,16877.181908
-2,1000,16881.072028
-2,1000,16886.075829
-4,1000,16890.235098
-2,1000,16895.361315
0,1000,16899.354673
-2,1000,16904.443472
-3,1000,16908.405595
-3,1000,16913.428015
-3,1000,16917.395381
-3,1000,16922.967374
-2,1000,16926.882615
-3,1000,16931.922522
-1,1000,16935.83187
-1,1000,16939.746663
-3,1000,16944.744579
-2,1000,16948.670359
-2,1000,16954.111812
-2,1000,16958.265602
-1,1000,16963.391974
0,1000,16967.40982
-2,1000,16972.484543
-3,1000,16976.431519
-2,1000,16981.696883
-2,1000,16985.667219
-2,1000,16990.681841
-3,1000,16994.659343
-2,1000,16999.659077
0,1000,17003.64618
-1,1000,17008.640684
-2,1000,17013.045797
-2,1000,17018.121471
-2,1000,17022.078371
-1,1000,17027.144642
-1,1000,17031.107809
-2,1000,17036.102865
0,1000,17040.180422
-4,1000,17045.329564
-1,1000,17049.322314
-3,1000,17054.327545
-3,1000,17058.358956
-1,1000,17063.39891
-3,1000,17067.346465
-3,1000,17072.730304
-3,1000,17076.643713
-2,1000,17081.685133
-2,1000,17085.655147
-1,1000,17090.703148
-1,1000,17094.663519
-3,1000,17099.787822
0,1000,17103.920111
-3,1000,17109.00315
-1,1000,17113.675844
-2,1000,17118.973891
-2,1000,17122.942732
-3,1000,17127.994879
-1,1000,17132.34078
-1,1000,17136.237692
-2,1000,17141.194304
0,1000,17145.188364
-4,1000,17150.314767
0,1000,17154.253895
-2,1000,17159.386727
-1,1000,17163.579297
-2,1000,17168.610218
-2,1000,17172.530106
-3,1000,17177.524658
-2,1000,17181.501528
-2,1000,17186.505492
-1,1000,17190.603903
-2,1000,17195.821156
-3,1000,17199.801617
-1,1000,17204.884619
-2,1000,17208.824282
-5,1000,17213.827146
-3,1000,17217.763801
-3,1000,17223.163802
-1,1000,17227.185773
-4,1000,17232.246551
-2,1000,17236.20934
-1,1000,17241.244635
-2,1000,17245.186421
-4,1000,17250.379584
-2,1000,17254.496994
-2,1000,17259.935064
-1,1000,17263.94841
-4,1000,17268.984808
-4,1000,17272.932591
-1,1000,17278.00407
0,1000,17282.260986
-3,1000,17287.332655
-1,1000,17291.251474
0,1000,17296.385554
-1,1000,17300.338595
-3,1000,17305.450363
-2,1000,17309.447811
0,1000,17314.840559
-2,1000,17319.161754
-4,1000,17324.55504
-4,1000,17328.512962
-1,1000,17332.53424
-1,1000,17337.526212
-2,1000,17341.685461
-1,1000,17346.71845
-4,1000,17350.621171
-1,1000,17355.762233
-1,1000,17359.692017
-3,1000,17364.717245
-2,1000,17368.612508
-4,1000,17373.893288
-2,1000,17377.784578
-1,1000,17382.821902
-3,1000,17386.830419
-2,1000,17391.845633
-3,1000,17395.844359
-1,1000,17401.079107
-1,1000,17405.159199
-1,1000,17410.192992
-3,1000,17414.225586
-2,1000,17420.12208
0,1000,17424.081227
-3,1000,17429.100143
0,1000,17433.350343
-4,1000,17438.349102
-3,1000,17442.394279
-3,1000,17447.48098
-3,1000,17451.376521
-2,1000,17456.351611
-3,1000,17460.38254
-2,1000,17465.482382
-1,1000,17469.399287
-3,1000,17474.385934
-2,1000,17478.298824
0,1000,17483.453548
-3,1000,17487.372117
0,1000,17492.68557
-4,1000,17496.603535
-2,1000,17501.631156
-1,1000,17505.553547
-3,1000,17510.542932
-4,1000,17514.422555
-1,1000,17518.383332
-2,1000,17523.688565
-4,1000,17527.62243
-3,1000,17532.690215
-1,1000,17536.663054
-2,1000,17541.618457
-2,1000,17545.52026
-4,1000,17550.749169
0,1000,17554.941107
-4,1000,17560.278229
-2,1000,17564.208157
-3,1000,17569.240318
-3,1000,17573.239385
-2,1000,17578.255327
-1,1000,17582.445402
-4,1000,17587.49684
-1,1000,17591.617226
-1,1000,17596.697938
-3,1000,17600.652751
0,1000,17605.784281
0,1000,17609.988197
-2,1000,17615.228376
-2,1000,17619.192605
-2,1000,17624.379666
-2,1000,17628.392164
-1,1000,17633.398886
-2,1000,17637.339992
-4,1000,17642.613338
-2,1000,17646.544806
-3,1000,17651.56983
-1,1000,17655.539421
-2,1000,17660.547611
0,1000,17664.505773
-4,1000,17669.554246
-2,1000,17673.709121
-1,1000,17678.733713
-3,1000,17682.670754
-3,1000,17687.918122
-2,1000,17691.854673
-2,1000,17696.922628
-2,1000,17701.126324
-3,1000,17706.188289
-3,1000,17710.18046
0,1000,17714.176459
-1,1000,17719.254409
-2,1000,17723.92849
-2,1000,17729.144861
-3,1000,17733.325554
-1,1000,17738.392481
-1,1000,17742.40022
-1,1000,17747.496978
-3,1000,17751.449168
-2,1000,17756.516148
-1,1000,17760.727722
-1,1000,17765.870913
0,1000,17769.823496
-2,1000,17774.860675
-4,1000,17778.928079
-1,1000,17783.937325
-1,1000,17787.888422
-1,1000,17793.203627
0,1000,17797.134184
-5,1000,17802.135107
-2,1000,17806.109103
-1,1000,17811.130946
-3,1000,17815.103273
-3,1000,17820.22431
-2,1000,17824.37432
-2,1000,17829.399734
-4,1000,17833.31032
-1,1000,17838.3533
-4,1000,17842.295738
-1,1000,17847.350725
0,1000,17851.485948
-3,1000,17856.76562
-2,1000,17860.877899
-2,1000,17865.997284
-1,1000,17870.048277
-1,1000,17875.301081
-3,1000,17879.747625
-2,1000,17885.480708
-1,1000,17889.410534
-3,1000,17894.447805
-4,1000,17898.402184
-3,1000,17903.728211
-1,1000,17907.677457
-2,1000,17913.038064
-3,1000,17918.61861
-2,1000,17923.313276
-4,1000,17929.031186
-3,1000,17933.663586
-1,1000,17939.407962
0,1000,17944.3076
0,1000,17949.810484
-3,1000,17954.419354
-1,1000,17960.176904
-4,1000,17964.895989
-3,1000,17970.728004
-2,1000,17975.424685
-2,1000,17981.218912
-3,1000,17985.940822
-1,1000,17992.011682
-1,1000,17996.913472
-3,1000,18002.881121
-2,1000,18007.643861
-3,1000,18013.311081
-2,1000,18017.979479
-5,1000,18023.736191
-3,1000,18029.712421
0,1000,18035.785119
-3,1000,18040.906435
-1,1000,18046.714062
-1,1000,18051.353342
-2,1000,18056.986882
-1,1000,18061.892081
-3,1000,18067.64841
-2,1000,18072.465894
-3,1000,18078.127571
-3,1000,18082.053182
-3,1000,18087.050316
-3,1000,18091.389125
-1,1000,18096.506373
-2,1000,18100.513609
-1,1000,18105.60429
-2,1000,18109.596524
0,1000,18114.668189
-1,1000,18118.636361
-1,1000,18123.908588
0,1000,18127.947577
-2,1000,18131.910228
-4,1000,18136.89231
-2,1000,18140.820269
-3,1000,18145.77935
-2,1000,18149.914704
-1,1000,18155.083056
-3,1000,18159.13899
-1,1000,18164.167775
-3,1000,18168.238413
-2,1000,18173.233624
0,1000,18177.20479
-2,1000,18182.476017
-1,1000,18186.540613
-4,1000,18191.592103
-3,1000,18195.518509
-2,1000,18200.590496
-4,1000,18204.485423
-3,1000,18209.489301
-1,1000,18213.826147
-2,1000,18218.830965
-1,1000,18222.99062
-1,1000,18228.22392
-3,1000,18232.16065
-5,1000,18237.126485
-4,1000,18241.234002
-2,1000,18246.417146
-5,1000,18250.330845
-2,1000,18255.36205
-2,1000,18259.323673
-3,1000,18264.326491
-4,1000,18268.250348
-1,1000,18273.549182
-3,1000,18277.50792
-4,1000,18282.582906
-2,1000,18286.538791
-3,1000,18291.581352
0,1000,18295.534096
-2,1000,18300.817402
0,1000,18304.948645
-1,1000,18309.999527
0,1000,18313.9514
0,1000,18318.940724
-2,1000,18322.870653
-3,1000,18326.843814
-3,1000,18332.826363
-1,1000,18337.360261
-2,1000,18342.409294
-2,1000,18346.393296
-2,1000,18351.409682
-2,1000,18355.355413
-3,1000,18360.549392
-4,1000,18364.679476
-2,1000,18369.796258
-1,1000,18373.788992
1,1000,18378.854384
-4,1000,18382.782338
-1,1000,18387.806235
-2,1000,18392.03213
-4,1000,18397.077019
-1,1000,18401.015918
-1,1000,18406.14381
-1,1000,18410.106335
-2,1000,18415.106182
-4,1000,18419.117336
0,1000,18424.356289
-3,1000,18428.334412
0,1000,18433.401859
-1,1000,18437.310359
-2,1000,18442.316571
-3,1000,18446.329403
-2,1000,18451.67562
-2,1000,18456.032757
-3,1000,18461.243637
-2,1000,18465.248439
-2,1000,18470.321469
-4,1000,18474.20517
-3,1000,18479.483606
0,1000,18483.899238
-2,1000,18488.923705
-2,1000,18493.136556
1,1000,18498.140717
0,1000,18502.074862
-3,1000,18507.08934
-1,1000,18511.245319
0,1000,18516.417549
-2,1000,18520.36946
-3,1000,18524.352493
-2,1000,18529.42733
-4,1000,18533.399895
0,1000,18538.4
0,1000,18542.596928
-1,1000,18547.726122
-2,1000,18551.63899
-1,1000,18556.745735
-1,1000,18560.6982
-4,1000,18565.784653
-3,1000,18569.855946
-2,1000,18575.043405
-2,1000,18578.941418
-2,1000,18584.009695
-2,1000,18588.155338
0,1000,18593.227309
-1,1000,18597.217707
-4,1000,18602.475025
-1,1000,18606.466111
-3,1000,18611.441218
0,1000,18615.496581
