#{"t_start": 1620060548.79857, "env_id": null}
r,l,t 
-1,1000,20432.060433
-3,1000,20436.72894
-3,1000,20441.249483
-2,1000,20445.955116
-2,1000,20450.458096
0,1000,20454.972559
-1,1000,20459.498818
-2,1000,20464.215375
-2,1000,20468.865572
-3,1000,20473.482296
-2,1000,20478.044886
-3,1000,20482.568937
-3,1000,20487.074444
-3,1000,20491.702085
-3,1000,20496.357199
-3,1000,20500.970051
0,1000,20505.677069
-1,1000,20510.201027
-3,1000,20514.734081
-4,1000,20519.314708
-3,1000,20523.826888
-1,1000,20528.632211
-2,1000,20533.151164
-1,1000,20537.692347
0,1000,20542.222441
-3,1000,20546.745938
-3,1000,20551.303215
-1,1000,20555.931039
-2,1000,20560.498118
-3,1000,20565.174096
-2,1000,20569.690819
-2,1000,20574.219954
-3,1000,20578.749891
-1,1000,20583.264126
0,1000,20587.951039
-1,1000,20592.478187
-1,1000,20597.078011
-2,1000,20601.602508
1,1000,20606.108996
-2,1000,20610.617363
-1,1000,20615.381638
-2,1000,20619.943298
-1,1000,20624.498003
-3,1000,20629.121309
-2,1000,20633.676036
-3,1000,20638.22548
-4,1000,20642.708051
-2,1000,20647.534603
-1,1000,20652.249111
-4,1000,20656.835009
-3,1000,20661.446819
-2,1000,20666.100424
-1,1000,20670.875272
-2,1000,20675.620778
-2,1000,20680.151013
-1,1000,20684.665143
-1,1000,20689.211039
-1,1000,20694.120243
-3,1000,20699.021775
-1,1000,20703.585945
-1,1000,20708.43513
-2,1000,20713.127994
-2,1000,20717.702324
0,1000,20722.292547
-2,1000,20726.921124
-3,1000,20731.507888
-2,1000,20736.223105
-2,1000,20740.79009
-2,1000,20745.286972
-2,1000,20749.838061
0,1000,20754.388106
-3,1000,20759.026214
-2,1000,20763.518945
-2,1000,20768.237024
-3,1000,20772.838163
-3,1000,20777.363646
0,1000,20782.34405
-1,1000,20786.841427
-4,1000,20791.427028
-1,1000,20796.265027
-1,1000,20800.780127
-2,1000,20805.61564
-2,1000,20810.27741
-3,1000,20815.051232
-1,1000,20819.80928
-2,1000,20824.447477
-1,1000,20829.099169
-2,1000,20833.625136
-2,1000,20838.30307
-3,1000,20842.908986
-2,1000,20847.449985
-2,1000,20852.072337
-4,1000,20856.851066
-2,1000,20861.551355
-4,1000,20866.091324
-1,1000,20870.608076
-2,1000,20875.228047
-2,1000,20879.770704
-1,1000,20884.338213
-3,1000,20888.976079
-4,1000,20893.530333
-3,1000,20898.082073
-1,1000,20902.66617
-1,1000,20907.188229
-3,1000,20911.783372
-1,1000,20916.462323
-3,1000,20921.009794
0,1000,20925.513962
-2,1000,20929.981604
1,1000,20934.546254
-2,1000,20939.169239
-1,1000,20943.721275
-1,1000,20948.347801
-1,1000,20952.911791
-1,1000,20957.429499
-3,1000,20962.027105
-1,1000,20966.575028
-2,1000,20971.178059
-3,1000,20975.919559
-3,1000,20980.450059
-2,1000,20985.023382
-1,1000,20989.52419
0,1000,20994.06617
-1,1000,20999.013268
-2,1000,21003.894102
-3,1000,21008.57966
-2,1000,21013.100274
-1,1000,21017.561018
1,1000,21022.138829
1,1000,21026.623136
-2,1000,21031.20128
0,1000,21035.874126
0,1000,21040.485479
-3,1000,21044.975092
-3,1000,21049.559138
-3,1000,21054.103149
-3,1000,21058.693158
-1,1000,21063.133626
-2,1000,21067.753469
-2,1000,21072.200653
-2,1000,21076.731247
-2,1000,21081.268489
-2,1000,21085.739325
-4,1000,21090.23326
-4,1000,21094.767532
-4,1000,21099.406558
-1,1000,21104.088059
-3,1000,21108.590371
-2,1000,21113.222218
-2,1000,21117.751663
0,1000,21122.266734
0,1000,21126.996128
-2,1000,21131.539088
-3,1000,21136.112013
-2,1000,21140.681033
0,1000,21145.15441
-2,1000,21149.727289
-1,1000,21154.245793
-2,1000,21158.846211
-5,1000,21163.330243
-2,1000,21167.815354
-3,1000,21172.376512
-1,1000,21176.9047
-1,1000,21181.492618
0,1000,21186.163047
-1,1000,21190.685557
0,1000,21195.302232
-1,1000,21199.903125
-3,1000,21204.401608
-1,1000,21208.874024
-3,1000,21213.405498
-2,1000,21218.09035
-5,1000,21222.647348
-1,1000,21227.147139
-5,1000,21231.686609
-3,1000,21236.248245
-2,1000,21240.780629
-3,1000,21245.375017
-1,1000,21249.944169
-2,1000,21254.413425
-3,1000,21258.937381
-1,1000,21263.460434
-2,1000,21267.942681
-3,1000,21272.463048
-1,1000,21277.321187
-2,1000,21281.779306
-1,1000,21286.326236
-1,1000,21290.861491
-3,1000,21295.437361
-4,1000,21300.000262
-1,1000,21305.390454
0,1000,21310.125288
-3,1000,21314.631607
0,1000,21319.144302
-1,1000,21323.743243
-3,1000,21328.243489
-1,1000,21332.730078
-1,1000,21337.5912
-3,1000,21342.110122
-1,1000,21346.603689
-1,1000,21351.071251
-1,1000,21355.571615
-1,1000,21360.091242
-3,1000,21364.597286
0,1000,21369.177197
-2,1000,21373.701549
0,1000,21378.203302
-2,1000,21382.680363
-3,1000,21387.19404
-2,1000,21391.683708
-2,1000,21396.367165
-2,1000,21400.829112
-1,1000,21405.647656
0,1000,21410.211277
-1,1000,21414.775354
-1,1000,21419.25586
-2,1000,21424.167859
-3,1000,21429.113214
-1,1000,21433.64017
-2,1000,21438.156333
-3,1000,21442.841803
-1,1000,21447.325594
-2,1000,21451.792927
-1,1000,21456.363612
-2,1000,21460.887301
-1,1000,21465.375371
-1,1000,21469.899589
-2,1000,21474.405364
-2,1000,21478.938612
-2,1000,21483.412592
-3,1000,21488.050615
-3,1000,21492.527698
-1,1000,21496.987223
-2,1000,21501.637679
-1,1000,21506.146427
-1,1000,21510.711376
-3,1000,21515.313483
-2,1000,21519.8877
-2,1000,21524.336439
-2,1000,21528.800368
-3,1000,21533.348362
0,1000,21537.848734
-1,1000,21542.345104
-1,1000,21546.996316
-4,1000,21551.46828
-5,1000,21555.99116
0,1000,21560.503015
0,1000,21565.030301
-2,1000,21569.556338
-3,1000,21574.106586
-1,1000,21578.706481
-1,1000,21583.229651
-3,1000,21587.750358
-2,1000,21592.235358
-3,1000,21596.808092
-3,1000,21601.309754
0,1000,21606.017457
-2,1000,21611.307296
-1,1000,21615.798659
-3,1000,21620.320209
-3,1000,21624.770972
-2,1000,21629.258584
-3,1000,21633.718789
-4,1000,21638.332151
-3,1000,21642.835243
-3,1000,21647.307394
-2,1000,21651.818471
-4,1000,21656.294341
-3,1000,21660.767651
-3,1000,21665.378385
-2,1000,21669.871179
-2,1000,21674.392722
-1,1000,21678.914517
-2,1000,21683.536337
-2,1000,21688.017637
-1,1000,21692.533419
-2,1000,21697.169438
-2,1000,21701.674179
-2,1000,21706.334406
-1,1000,21710.839353
0,1000,21715.431491
-2,1000,21720.092198
-1,1000,21724.628818
-2,1000,21729.217579
-3,1000,21733.700397
-1,1000,21738.318366
-5,1000,21742.807455
-3,1000,21747.270295
-4,1000,21751.869463
-2,1000,21756.498405
0,1000,21761.053358
-3,1000,21765.566292
-3,1000,21770.049157
-5,1000,21774.532564
-2,1000,21779.022091
-3,1000,21783.541319
0,1000,21788.12732
-2,1000,21792.626276
-3,1000,21797.112539
-1,1000,21801.558272
-2,1000,21806.053539
-2,1000,21810.546613
-2,1000,21815.096335
-1,1000,21819.747506
-2,1000,21824.20377
-2,1000,21828.702535
-2,1000,21833.241595
-1,1000,21837.799234
-1,1000,21842.383625
-2,1000,21846.995757
-2,1000,21851.481447
-3,1000,21855.93638
-2,1000,21860.449562
-2,1000,21864.932354
-1,1000,21869.463582
-1,1000,21873.999394
-3,1000,21878.625375
-1,1000,21883.109353
-1,1000,21887.603362
-3,1000,21892.089663
-1,1000,21896.608553
-2,1000,21901.169411
-3,1000,21905.769484
-2,1000,21910.33627
-2,1000,21915.745775
-1,1000,21920.202059
-1,1000,21924.701478
0,1000,21929.238329
0,1000,21933.739545
-1,1000,21938.371423
-2,1000,21942.82938
-2,1000,21947.430336
-2,1000,21951.978732
-3,1000,21956.485972
0,1000,21961.030476
-1,1000,21965.614274
-2,1000,21970.133693
-4,1000,21974.637537
-1,1000,21979.250739
-1,1000,21983.784046
0,1000,21988.437606
-1,1000,21992.972192
0,1000,21997.626472
-5,1000,22002.108289
-2,1000,22006.93239
-3,1000,22011.500707
-3,1000,22016.086135
-1,1000,22020.655361
-3,1000,22025.442705
-1,1000,22030.210499
0,1000,22034.741299
-2,1000,22039.250314
0,1000,22043.739813
-3,1000,22048.361726
-1,1000,22052.887674
0,1000,22057.5706
-3,1000,22062.123443
-2,1000,22066.629366
-2,1000,22071.123399
-2,1000,22075.630453
-2,1000,22080.154333
-2,1000,22084.765751
0,1000,22089.433544
-1,1000,22093.892299
-2,1000,22098.358989
0,1000,22102.88541
-1,1000,22107.494375
-1,1000,22111.978977
-4,1000,22116.589361
-2,1000,22121.095795
-2,1000,22125.599362
-3,1000,22130.133708
-2,1000,22134.633899
-4,1000,22139.146074
-1,1000,22143.703477
-3,1000,22148.342798
-2,1000,22152.817394
-1,1000,22157.317384
-2,1000,22161.789664
-2,1000,22166.306305
-1,1000,22170.809468
-4,1000,22175.393467
-3,1000,22179.971175
-1,1000,22184.543667
-2,1000,22189.012861
-4,1000,22193.544498
-1,1000,22198.165816
-1,1000,22202.70752
0,1000,22207.387084
-4,1000,22211.854423
-2,1000,22216.498232
0,1000,22221.610632
-1,1000,22226.090518
-5,1000,22230.542419
-3,1000,22235.113804
-3,1000,22239.685684
-2,1000,22244.241741
-2,1000,22248.746779
-5,1000,22253.259774
-3,1000,22257.718489
-1,1000,22262.18259
-2,1000,22266.804401
-3,1000,22271.353426
-5,1000,22276.002652
0,1000,22280.496021
-2,1000,22284.987578
0,1000,22289.532605
-2,1000,22294.103511
-1,1000,22298.653411
-1,1000,22303.276589
-3,1000,22307.7803
-3,1000,22312.342695
-1,1000,22316.850874
-1,1000,22321.355478
-3,1000,22326.045427
-3,1000,22330.539866
-4,1000,22334.98548
-3,1000,22339.464476
-3,1000,22343.976802
0,1000,22348.589582
-1,1000,22353.104566
-2,1000,22357.678883
-2,1000,22362.16537
-2,1000,22366.661402
-2,1000,22371.307633
-1,1000,22375.793994
-3,1000,22380.266452
-1,1000,22384.848399
-2,1000,22389.447849
-3,1000,22393.945498
-3,1000,22398.401684
-1,1000,22402.913435
-1,1000,22407.415469
-1,1000,22411.89254
-2,1000,22416.572719
-2,1000,22421.025471
-1,1000,22425.517068
-4,1000,22430.014493
-1,1000,22434.538888
-2,1000,22439.015812
-1,1000,22443.571203
-1,1000,22448.198246
-1,1000,22452.705678
-1,1000,22457.297807
-3,1000,22461.749649
-2,1000,22466.224469
-4,1000,22470.701722
-4,1000,22475.330898
-1,1000,22479.934494
-3,1000,22484.42853
-2,1000,22488.907646
-1,1000,22493.434473
-2,1000,22497.926515
0,1000,22502.451562
-1,1000,22507.10806
-4,1000,22511.575346
-2,1000,22516.037551
-2,1000,22520.550865
-2,1000,22525.762628
-1,1000,22530.2825
-3,1000,22534.890529
1,1000,22539.479114
-3,1000,22543.95743
-2,1000,22548.548936
-2,1000,22553.076225
-1,1000,22557.543442
0,1000,22562.081498
-2,1000,22566.760364
-1,1000,22571.240528
-2,1000,22575.869456
1,1000,22580.369961
-1,1000,22584.913641
-2,1000,22589.399409
-2,1000,22594.008505
-2,1000,22598.686665
-1,1000,22603.354676
-2,1000,22607.995486
-3,1000,22612.501612
-2,1000,22616.976687
0,1000,22621.557965
-1,1000,22626.645816
-2,1000,22631.44002
0,1000,22635.996771
-2,1000,22640.610471
-2,1000,22645.131456
-2,1000,22649.604486
-5,1000,22654.431356
-4,1000,22659.046652
-2,1000,22663.557471
-2,1000,22668.131873
-4,1000,22672.701599
0,1000,22677.238499
-2,1000,22681.742422
-2,1000,22686.340851
-1,1000,22690.905369
-3,1000,22695.385933
-3,1000,22699.880217
-3,1000,22704.330731
-3,1000,22708.806636
-1,1000,22713.304902
-3,1000,22717.97193
-2,1000,22722.448567
-2,1000,22726.971594
-1,1000,22731.572583
-2,1000,22736.174485
-1,1000,22740.728804
0,1000,22745.334146
-1,1000,22749.856736
-1,1000,22754.367469
-2,1000,22758.888753
-2,1000,22763.434707
-2,1000,22767.896625
-2,1000,22772.415573
-1,1000,22777.027576
-2,1000,22781.513695
-3,1000,22785.989748
-3,1000,22790.500656
0,1000,22794.999111
-6,1000,22799.47258
-2,1000,22804.03563
-1,1000,22808.701556
-2,1000,22813.171483
-2,1000,22817.65361
-4,1000,22822.111406
-2,1000,22826.88989
-1,1000,22832.011471
0,1000,22836.686076
-1,1000,22841.219031
-1,1000,22845.749035
-3,1000,22850.23278
0,1000,22854.746561
-3,1000,22859.25053
-3,1000,22863.772618
-2,1000,22868.450873
0,1000,22872.961707
-3,1000,22877.435582
-2,1000,22881.932852
-1,1000,22886.419529
-3,1000,22890.930576
-4,1000,22895.624736
-5,1000,22900.20687
-2,1000,22904.794928
-1,1000,22909.297159
0,1000,22913.816574
-1,1000,22918.290008
-3,1000,22922.778871
1,1000,22927.414554
-2,1000,22931.873873
-2,1000,22936.363604
-4,1000,22940.808565
-4,1000,22945.31565
-1,1000,22949.783679
-1,1000,22954.347713
-1,1000,22959.040571
-2,1000,22963.544699
-2,1000,22968.034086
-3,1000,22972.578951
-1,1000,22977.07924
0,1000,22981.562979
-1,1000,22986.236041
0,1000,22990.788172
-2,1000,22995.28286
-3,1000,22999.797411
-3,1000,23004.290901
-1,1000,23008.86665
-3,1000,23013.364124
-4,1000,23017.988606
0,1000,23022.561595
-2,1000,23027.012614
-2,1000,23031.574757
-2,1000,23036.059654
-6,1000,23040.639814
-2,1000,23045.155556
-3,1000,23049.740821
-4,1000,23054.280015
0,1000,23059.75463
-3,1000,23064.270861
-2,1000,23068.888763
-3,1000,23073.416701
-2,1000,23078.135217
-2,1000,23082.651789
-1,1000,23087.126486
-1,1000,23091.626227
-3,1000,23096.096894
-2,1000,23100.59762
-2,1000,23105.158633
-2,1000,23109.710696
-3,1000,23114.184376
-3,1000,23118.665511
-3,1000,23123.164096
-2,1000,23127.642142
-3,1000,23132.560899
0,1000,23137.669993
-1,1000,23142.227985
-3,1000,23146.726738
-2,1000,23151.261644
0,1000,23155.733705
-1,1000,23160.207495
-1,1000,23164.757827
0,1000,23169.40799
-1,1000,23173.871855
-3,1000,23178.36767
-2,1000,23182.856772
0,1000,23187.372163
-2,1000,23191.856903
-2,1000,23196.663796
0,1000,23201.193886
-1,1000,23205.970713
-2,1000,23210.461597
-2,1000,23215.027838
-3,1000,23219.572808
-2,1000,23224.244023
-3,1000,23229.220097
0,1000,23233.69585
-4,1000,23238.228271
-1,1000,23242.782866
-1,1000,23247.240752
-1,1000,23251.804792
-2,1000,23256.486997
-2,1000,23261.047026
-2,1000,23265.581763
-1,1000,23270.058739
-3,1000,23274.620798
-2,1000,23279.099707
-2,1000,23283.668937
0,1000,23288.335606
-4,1000,23292.845884
-1,1000,23297.375955
-4,1000,23301.843059
0,1000,23306.378744
-3,1000,23310.934294
-2,1000,23315.592916
-2,1000,23320.213632
-3,1000,23324.710163
-1,1000,23329.248656
0,1000,23333.878931
-1,1000,23338.340869
-3,1000,23342.860096
-4,1000,23347.476928
0,1000,23352.015746
-2,1000,23356.50921
-1,1000,23360.992654
0,1000,23365.568894
-2,1000,23370.066904
-3,1000,23374.621645
-1,1000,23379.277841
-3,1000,23383.786769
-2,1000,23388.296961
-4,1000,23392.917966
-4,1000,23397.465952
0,1000,23401.948938
-3,1000,23406.620897
-2,1000,23411.102036
-1,1000,23415.587003
-2,1000,23420.089846
-3,1000,23424.677004
1,1000,23429.183912
-1,1000,23433.752985
-1,1000,23439.471056
-3,1000,23443.942275
-1,1000,23448.434085
-3,1000,23452.997043
-3,1000,23457.47977
-3,1000,23461.941046
-3,1000,23466.611722
-3,1000,23471.130043
-4,1000,23475.654114
-3,1000,23480.131834
0,1000,23484.6548
-2,1000,23489.220994
-3,1000,23493.789984
-3,1000,23498.552827
-3,1000,23503.111762
0,1000,23507.726676
-1,1000,23512.299012
-2,1000,23516.839108
-2,1000,23521.369982
-3,1000,23526.03501
-3,1000,23530.622893
-5,1000,23535.1861
-2,1000,23539.836105
-2,1000,23544.432026
-2,1000,23549.123156
-5,1000,23553.656933
-1,1000,23558.27191
-3,1000,23562.922032
-3,1000,23567.606062
-5,1000,23572.183137
-2,1000,23576.703933
-2,1000,23581.259132
0,1000,23586.31723
-2,1000,23591.300001
-4,1000,23595.831011
-2,1000,23600.366922
-3,1000,23604.894882
-1,1000,23609.420961
-1,1000,23614.219013
-2,1000,23618.861904
-1,1000,23623.440955
-3,1000,23627.970853
-4,1000,23632.544931
0,1000,23637.093075
-3,1000,23641.654006
-4,1000,23646.293158
-2,1000,23650.921988
0,1000,23655.415818
-2,1000,23659.919948
0,1000,23664.413122
-4,1000,23668.919982
-2,1000,23673.541908
-2,1000,23678.219789
-1,1000,23682.74273
0,1000,23687.28185
-2,1000,23691.749857
-1,1000,23696.243815
0,1000,23700.798884
-1,1000,23705.403031
-1,1000,23709.944228
-1,1000,23714.419677
-1,1000,23718.921981
0,1000,23723.403164
-3,1000,23727.885993
-4,1000,23732.4128
-2,1000,23737.168658
-4,1000,23742.16433
0,1000,23746.967823
-1,1000,23751.497792
-3,1000,23756.028796
-3,1000,23760.55396
-1,1000,23765.121724
-3,1000,23769.745829
-3,1000,23774.269797
2,1000,23778.74483
-1,1000,23783.285123
-1,1000,23787.742198
0,1000,23792.274858
-2,1000,23796.91097
-3,1000,23801.451795
-1,1000,23806.152749
-2,1000,23810.624139
-1,1000,23815.261064
-1,1000,23819.890769
-1,1000,23824.475779
-3,1000,23829.232509
0,1000,23835.262846
-2,1000,23840.50812
-3,1000,23845.715226
-1,1000,23850.887782
-3,1000,23856.325993
-3,1000,23861.5269
-2,1000,23866.481261
-2,1000,23871.823194
-2,1000,23877.289229
-3,1000,23882.469956
-2,1000,23887.68181
-3,1000,23892.177919
-1,1000,23896.700168
-1,1000,23901.176219
-2,1000,23905.66288
-1,1000,23910.174122
-1,1000,23914.758863
-2,1000,23919.291965
-2,1000,23923.79921
-5,1000,23928.295872
-3,1000,23932.773849
-2,1000,23937.231083
-3,1000,23941.711063
-4,1000,23946.343966
-1,1000,23950.838079
-3,1000,23955.38497
-1,1000,23959.854954
-2,1000,23964.319819
-3,1000,23968.878051
-2,1000,23973.336917
-4,1000,23977.959849
-2,1000,23982.437802
-2,1000,23986.954021
0,1000,23991.47999
-2,1000,23996.004964
-2,1000,24000.435958
-3,1000,24004.933155
-2,1000,24009.461801
-3,1000,24013.929947
-2,1000,24018.529809
-1,1000,24023.019277
-2,1000,24027.489907
-3,1000,24031.981996
-2,1000,24036.634998
-2,1000,24041.116001
-2,1000,24045.972969
-4,1000,24050.931755
-3,1000,24055.422989
-3,1000,24059.867125
-1,1000,24064.440855
-4,1000,24068.990951
-1,1000,24073.471171
-3,1000,24077.962062
-4,1000,24082.427286
-3,1000,24086.954037
-1,1000,24091.430951
-4,1000,24096.028254
-3,1000,24100.509864
-2,1000,24105.268872
-2,1000,24109.809951
-2,1000,24114.315091
-2,1000,24118.811272
-2,1000,24123.478086
-2,1000,24128.125335
0,1000,24132.636241
-3,1000,24137.121868
-2,1000,24141.628258
-3,1000,24146.141047
-2,1000,24150.650808
-2,1000,24155.26496
-3,1000,24159.823755
-3,1000,24164.362958
-1,1000,24168.935028
-2,1000,24173.461122
-4,1000,24177.951124
-1,1000,24182.40934
-4,1000,24187.084919
-2,1000,24191.584962
-4,1000,24196.109894
-3,1000,24200.612144
-1,1000,24205.095298
-3,1000,24209.636945
-4,1000,24214.133021
-5,1000,24218.735841
-3,1000,24223.254031
-1,1000,24227.802317
-2,1000,24232.312306
-1,1000,24236.766223
-1,1000,24241.26005
-3,1000,24245.858891
-3,1000,24250.398899
-5,1000,24254.934057
-3,1000,24259.446157
-4,1000,24263.963236
-2,1000,24268.487064
-1,1000,24273.021156
-1,1000,24277.7103
-3,1000,24282.270147
-1,1000,24286.843907
-1,1000,24291.461204
-1,1000,24296.021171
0,1000,24300.557153
0,1000,24305.181896
-3,1000,24309.798993
-1,1000,24314.332215
-1,1000,24318.917094
-3,1000,24323.414366
-2,1000,24327.895112
-3,1000,24332.419945
-3,1000,24337.098175
0,1000,24341.649117
-3,1000,24346.121248
-1,1000,24350.912358
-1,1000,24355.901016
-2,1000,24360.445919
-1,1000,24365.019262
-2,1000,24369.66834
-3,1000,24374.176023
-1,1000,24378.699302
-3,1000,24383.17198
-4,1000,24387.730147
0,1000,24392.257219
-2,1000,24396.954334
-1,1000,24401.430192
-1,1000,24406.26611
-4,1000,24410.842371
-3,1000,24415.379281
-3,1000,24419.88697
-1,1000,24424.412155
-1,1000,24429.020054
-3,1000,24433.532281
-1,1000,24438.228049
-3,1000,24442.736173
-5,1000,24447.27447
-2,1000,24451.771346
-3,1000,24456.423137
-3,1000,24460.949126
-1,1000,24465.489979
-2,1000,24470.069292
-3,1000,24474.61131
0,1000,24479.054212
-1,1000,24483.553301
-1,1000,24488.192173
-2,1000,24492.721236
-1,1000,24497.293223
-1,1000,24501.840031
-2,1000,24506.355478
-2,1000,24510.861389
-2,1000,24515.447759
-1,1000,24520.015221
-4,1000,24524.532051
1,1000,24529.134191
-2,1000,24533.753166
-1,1000,24538.243114
-1,1000,24542.741273
-3,1000,24547.342815
-3,1000,24551.846916
-2,1000,24556.355942
-3,1000,24560.880811
-1,1000,24565.373997
-2,1000,24569.884031
-3,1000,24574.390423
-1,1000,24579.04019
-3,1000,24583.637205
-2,1000,24588.116348
-2,1000,24592.591158
-1,1000,24597.098055
-1,1000,24601.615011
-2,1000,24606.232802
-2,1000,24610.786023
-1,1000,24615.2603
-2,1000,24619.774945
-3,1000,24624.271407
-1,1000,24628.788348
-1,1000,24633.32131
-1,1000,24638.028374
0,1000,24642.53619
1,1000,24647.002984
-2,1000,24651.559437
-1,1000,24656.467135
-4,1000,24661.282221
-3,1000,24665.870174
-3,1000,24670.405048
-3,1000,24674.887204
-2,1000,24679.433252
-2,1000,24683.895437
-1,1000,24688.378118
-2,1000,24692.89614
-3,1000,24697.542453
-1,1000,24702.032067
-3,1000,24706.811373
-3,1000,24711.301378
-2,1000,24715.866156
0,1000,24720.4571
0,1000,24725.732255
-3,1000,24730.652663
-2,1000,24735.193339
-2,1000,24741.03134
-1,1000,24746.437976
-2,1000,24751.027235
-1,1000,24755.721022
-1,1000,24760.685238
-3,1000,24765.342305
-3,1000,24769.852271
-2,1000,24774.418482
-2,1000,24779.129034
0,1000,24783.671455
-1,1000,24788.368298
-2,1000,24792.889848
-3,1000,24797.454094
-2,1000,24801.971453
-1,1000,24806.451308
-1,1000,24811.089534
0,1000,24815.742312
-4,1000,24820.253113
-3,1000,24824.710974
1,1000,24829.152348
-1,1000,24833.712293
-2,1000,24838.209073
-2,1000,24842.684211
-2,1000,24847.366158
-3,1000,24851.837289
-1,1000,24856.358449
-2,1000,24860.822127
-2,1000,24865.301086
-1,1000,24869.83121
-1,1000,24874.443092
-1,1000,24879.083456
-2,1000,24883.599084
-4,1000,24888.139377
-1,1000,24892.625313
-2,1000,24897.157149
-2,1000,24901.669356
-1,1000,24906.35597
-3,1000,24910.819305
-1,1000,24915.315174
-2,1000,24919.867248
-2,1000,24924.338201
-1,1000,24928.874209
-4,1000,24933.42339
-3,1000,24938.06141
-2,1000,24942.566484
0,1000,24947.096495
0,1000,24951.649114
-4,1000,24956.148232
-3,1000,24960.995825
0,1000,24966.176121
-4,1000,24970.682108
-1,1000,24975.187117
-4,1000,24979.644176
-2,1000,24984.14425
-3,1000,24988.691499
-1,1000,24993.176507
-2,1000,24997.77735
0,1000,25002.268152
-2,1000,25006.932411
-1,1000,25011.44106
-2,1000,25015.934397
-1,1000,25020.508873
-1,1000,25025.118079
-2,1000,25029.65213
-4,1000,25034.13612
-2,1000,25038.669161
0,1000,25043.190128
-3,1000,25047.698528
-3,1000,25052.19203
0,1000,25056.848536
-3,1000,25061.35836
-2,1000,25065.839216
-4,1000,25070.315133
-1,1000,25074.907212
-2,1000,25079.381269
-2,1000,25083.890203
-2,1000,25088.502742
-3,1000,25092.98214
-4,1000,25097.493177
0,1000,25102.002406
-2,1000,25106.535615
-4,1000,25111.00244
-2,1000,25115.601011
-4,1000,25120.157325
-2,1000,25124.691686
-1,1000,25129.208206
-2,1000,25133.69947
0,1000,25138.281333
-4,1000,25142.845204
-4,1000,25147.436222
-2,1000,25151.946199
-4,1000,25156.534933
-1,1000,25161.027944
-4,1000,25165.503047
-2,1000,25170.002369
-1,1000,25174.610281
0,1000,25179.173421
-1,1000,25183.68735
-2,1000,25188.203073
0,1000,25192.74636
-1,1000,25197.26213
0,1000,25201.731377
-1,1000,25206.366374
-2,1000,25210.895477
-3,1000,25215.445963
-1,1000,25219.912524
-3,1000,25224.389373
0,1000,25228.864576
-5,1000,25233.352149
-2,1000,25237.991632
-1,1000,25242.517251
-2,1000,25247.012198
-2,1000,25251.499382
0,1000,25256.192196
-3,1000,25260.697419
-2,1000,25265.808117
0,1000,25270.866179
-5,1000,25275.394118
-2,1000,25279.891355
-3,1000,25284.37219
-3,1000,25288.835149
-2,1000,25293.320528
-2,1000,25297.950512
0,1000,25302.391604
-1,1000,25307.29811
-2,1000,25311.847125
1,1000,25316.339186
-1,1000,25321.042103
-2,1000,25325.860158
-1,1000,25330.385331
-2,1000,25334.883275
-1,1000,25339.486429
-1,1000,25344.006126
-1,1000,25348.679782
-1,1000,25353.200517
-1,1000,25357.839915
-3,1000,25362.488908
-2,1000,25366.981106
-2,1000,25371.584286
0,1000,25376.062342
0,1000,25380.74821
-1,1000,25385.349247
-2,1000,25389.913258
-1,1000,25394.424531
-2,1000,25398.961138
-2,1000,25403.460731
-4,1000,25407.955534
-3,1000,25412.527611
-1,1000,25417.196522
-1,1000,25421.72049
-3,1000,25426.20812
-3,1000,25430.68036
-2,1000,25435.173265
0,1000,25439.706208
-2,1000,25444.23118
-2,1000,25448.919529
-1,1000,25453.392224
-3,1000,25457.901064
-1,1000,25462.391343
-2,1000,25466.84743
-3,1000,25471.558813
-3,1000,25476.157535
0,1000,25480.721137
-2,1000,25485.203341
-2,1000,25489.68954
-1,1000,25494.198168
-2,1000,25498.683561
-3,1000,25503.149431
-2,1000,25507.86614
-4,1000,25512.342291
-3,1000,25516.804292
0,1000,25521.273488
-1,1000,25526.025623
-1,1000,25530.568566
-2,1000,25535.154388
-3,1000,25539.750475
-2,1000,25544.266324
-4,1000,25548.797474
-2,1000,25553.289358
-1,1000,25557.82517
-3,1000,25562.398708
-3,1000,25567.119309
-2,1000,25572.301645
-4,1000,25576.849669
-3,1000,25581.422177
0,1000,25585.943285
-4,1000,25590.426361
-4,1000,25595.047182
-3,1000,25599.631234
-3,1000,25604.189301
-5,1000,25608.668117
-2,1000,25613.205523
-2,1000,25617.668427
-4,1000,25622.210557
-1,1000,25626.873573
-2,1000,25631.322343
-2,1000,25635.871338
-3,1000,25640.463405
0,1000,25645.007373
-1,1000,25649.490577
0,1000,25654.146305
-1,1000,25658.828536
-3,1000,25663.289809
-2,1000,25667.837257
0,1000,25672.360403
0,1000,25676.866649
-2,1000,25681.395575
-1,1000,25686.061182
-3,1000,25690.606329
-1,1000,25695.131913
-2,1000,25699.722469
-1,1000,25704.494302
-5,1000,25708.998619
-2,1000,25713.570211
-1,1000,25718.21841
-3,1000,25722.760486
0,1000,25727.310326
-2,1000,25731.825324
-3,1000,25736.347156
-3,1000,25740.844407
-2,1000,25745.455617
-5,1000,25749.997214
-1,1000,25754.503542
-1,1000,25759.02046
-3,1000,25763.54565
-2,1000,25768.017254
-1,1000,25772.581076
-1,1000,25777.269578
0,1000,25781.802173
-2,1000,25786.320617
-2,1000,25790.876527
-3,1000,25795.421912
-1,1000,25799.968516
-2,1000,25804.506395
